80,Rectangle,4,3857,2939,4462,2986,9:­ CONDUIT/S FOR EARTHING COI
81,Rectangle,4,3840,2998,4456,3046,10:­ CANOPY FOR METER CABINET
82,Rectangle,4,1592,1957,1604,1982,q
83,Rectangle,4,495,1996,520,2024,88
84,Rectangle,4,1594,2002,1604,2023,«
85,Rectangle,4,1631,2050,1665,2089,oo
86,Rectangle,4,609,1781,649,1824,Ss
87,Rectangle,4,578,1799,649,1858,yeeRw
88,Rectangle,4,609,1868,626,1899,S
89,Rectangle,4,801,1761,814,1775,ao
90,Rectangle,4,801,1773,817,1808,3
91,Rectangle,4,801,1881,817,1914,+
92,Rectangle,4,801,1781,840,1824,=3
93,Rectangle,4,989,1758,998,1776,a
94,Rectangle,4,989,1773,1005,1808,3
95,Rectangle,4,746,1825,818,1895,| <
96,Rectangle,4,767,1796,841,1858,JegFa
97,Rectangle,4,801,1870,817,1899,S
98,Rectangle,4,989,1882,1004,1913,+
99,Rectangle,4,989,1788,1030,1823,=%
100,Rectangle,4,934,1825,1006,1895,| <
101,Rectangle,4,955,1793,1034,1858,Jagrw
102,Rectangle,4,989,1865,1005,1900,4
103,Rectangle,4,1178,1758,1187,1776,a
104,Rectangle,4,1178,1773,1194,1808,3
105,Rectangle,4,1178,1879,1194,1914,o
106,Rectangle,4,1178,1778,1219,1825,=s
107,Rectangle,4,1124,1825,1195,1895,| <
108,Rectangle,4,1144,1793,1223,1858,JegrN
109,Rectangle,4,1178,1865,1194,1900,5
110,Rectangle,4,1346,1723,1425,1748,dap ELce
111,Rectangle,4,1367,1760,1381,1776,ao
112,Rectangle,4,1366,1771,1383,1808,8
113,Rectangle,4,1313,1828,1383,1894,] <
114,Rectangle,4,1366,1896,1381,1910,oO
115,Rectangle,4,1366,1780,1406,1825,=3
116,Rectangle,4,1366,1804,1409,1858,ENa0
117,Rectangle,4,1366,1868,1383,1899,S
118,Rectangle,4,1497,1628,1566,1709,os
119,Rectangle,4,1553,1707,1610,1732,100mA
120,Rectangle,4,1535,1722,1615,1748,WP ELCB
121,Rectangle,4,1555,1758,1564,1776,a
122,Rectangle,4,1555,1771,1572,1808,8
123,Rectangle,4,1501,1825,1572,1895,| <
124,Rectangle,4,1555,1877,1572,1914,a
125,Rectangle,4,1555,1780,1595,1825,=3
126,Rectangle,4,1522,1799,1596,1858,Jaerw
127,Rectangle,4,1555,1868,1572,1899,S
128,Rectangle,4,1681,1668,1730,1700,cm 2
129,Rectangle,4,1743,1708,1799,1732,100mA
130,Rectangle,4,1743,1769,1762,1809,8
131,Rectangle,4,1690,1825,1762,1895,| <
132,Rectangle,4,1685,2020,1695,2037,R
133,Rectangle,4,1724,1716,1803,1750,JAPELCB
134,Rectangle,4,1743,1758,1752,1776,a
135,Rectangle,4,1743,1777,1784,1825,=s
136,Rectangle,4,1743,1881,1763,1913,st
137,Rectangle,4,1710,1793,1789,1858,Jagra
138,Rectangle,4,1743,1858,1762,1901,s
139,Rectangle,4,1679,1939,1773,1986,@Ha)
140,Rectangle,4,1722,2015,1775,2038,oY 8B
141,Rectangle,4,1743,2059,1765,2087,@
142,Rectangle,4,1626,2129,1783,2169,400A 4P ISD.
143,Rectangle,4,1935,1654,2028,1703,soma
144,Rectangle,4,1913,1710,1993,1732,=AP ELCE
145,Rectangle,4,2102,1700,2119,1734,_
146,Rectangle,4,1933,1758,1942,1776,a
147,Rectangle,4,1933,1773,1949,1808,3
148,Rectangle,4,1933,1781,1972,1824,=3
149,Rectangle,4,1879,1829,1950,1894,| <
150,Rectangle,4,1899,1796,1973,1858,yeeFa
151,Rectangle,4,1933,1865,1949,1900,5
152,Rectangle,4,1936,1889,1962,1912,Nw
153,Rectangle,4,2122,1758,2131,1776,o
154,Rectangle,4,2122,1771,2139,1808,3
155,Rectangle,4,2068,1829,2139,1894,| <
156,Rectangle,4,2122,1783,2161,1824,Se
157,Rectangle,4,2122,1884,2139,1913,N
158,Rectangle,4,2088,1796,2162,1858,JegFa
159,Rectangle,4,2122,1868,2139,1899,S
160,Rectangle,4,2310,1758,2319,1776,a
161,Rectangle,4,2310,1777,2350,1824,==S<
162,Rectangle,4,2310,1792,2353,1855,aa.
163,Rectangle,4,2310,1852,2327,1889,5
164,Rectangle,4,2310,1863,2327,1900,g
165,Rectangle,4,2310,1889,2329,1912,—
166,Rectangle,4,3752,1903,4329,1961,1—­MINIMUM DIMENSIONS
167,Rectangle,4,1872,2054,1949,2088,MDB­2
168,Rectangle,4,1860,2094,2044,2116,LOC.: GROUND FLOOR
169,Rectangle,4,1860,2114,1998,2143,TCL. = 183.99
170,Rectangle,4,2010,2105,2054,2145,kW
171,Rectangle,4,1861,2129,2074,2169,DIVERSITYFACTOR= 0.8
172,Rectangle,4,1861,2152,2069,2192,"MAX,DEMAND= 147.19."
173,Rectangle,4,2081,2152,2125,2192,kW
174,Rectangle,4,2381,2185,2404,2227,S
175,Rectangle,4,2467,2189,2485,2226,\.
176,Rectangle,4,2730,2178,2752,2229,J
177,Rectangle,4,3752,2184,3810,2212,NOTE
178,Rectangle,4,3905,2172,3948,2214,:—
179,Rectangle,4,3745,2227,4159,2265,ALL DIMENSIONS NOTED ARE IN
180,Rectangle,4,3747,2270,4171,2302,CENTIMETRES AND NOT TO SCALE
181,Rectangle,4,3765,1978,4456,2026,kwh Metering Rating of incomer breaker
182,Rectangle,4,3763,2026,4344,2080,Type Reference | in metering cabinet
183,Rectangle,4,3857,2115,3869,2140,1
184,Rectangle,4,4145,2105,4204,2140,4004
185,Rectangle,4,4520,1926,4601,1945,TPU­ NOPTIL
186,Rectangle,4,4681,1852,4828,1870,(aRenireoruRal> ­4/­2.00m
187,Rectangle,4,4687,1866,4738,1882,ENISTING
188,Rectangle,4,4743,1856,4858,1884,ASPHALTLEVEL
189,Rectangle,4,4688,1885,4822,1913,CATELEVEL= 40.30
190,Rectangle,4,4689,1899,4871,1927,ABOVEEXISTINGASPHALT
191,Rectangle,4,2116,1654,2237,1703,0 can eee
192,Rectangle,4,2387,1636,2405,1707,\
193,Rectangle,4,2733,1643,2751,1706,)
194,Rectangle,4,541,1184,561,1603,4C x 10 SQ.MM XLPE/SWA/PVC/CU +
195,Rectangle,4,566,1283,586,1604,1C x 10 SQ.MM PVC/CU ECC
196,Rectangle,4,730,1184,750,1603,4C x 10 SQ.MM XLPE/SWA/PVC/CU +
197,Rectangle,4,753,1283,776,1599,iC x 10 SQ.MM PVC/CU ECC
198,Rectangle,4,917,1184,938,1605,4c x 10 SQ.MM XLPE/SWA/PVC/CU +
199,Rectangle,4,944,1285,965,1606,1C x 10 SQMM PVC/CU ECC
200,Rectangle,4,1107,1187,1127,1605,4C x 16 SQ.MM XLPE/SWA/PVC/CU +
201,Rectangle,4,1130,1285,1153,1601,iC x 18 SQ.MM PVC/CU ECC
202,Rectangle,4,1296,1186,1320,1611,4C_ x 25 SQ.MM XLPE/SWA/PVC/CU_+
203,Rectangle,4,1322,1283,1342,1604,1C x 16 SQ.MM PVC/CU ECC
204,Rectangle,4,1485,1191,1505,1603,4C x 25 SQ.MM XLPE/SWA/PVC/CU 4+
205,Rectangle,4,1510,1283,1530,1604,1C x 16 SQ.MM PYC/CU ECC
206,Rectangle,4,1673,1184,1697,1606,4C_x 10 SQ.MM XLPE/SWA/PVC/CU_+
207,Rectangle,4,1698,1283,1719,1604,1C x 10 SQ.MM Pvc/CU ECC
208,Rectangle,4,1862,1196,1882,1603,4C x 4 SQ.MM XLPE/SWA/PVC/CU +
209,Rectangle,4,1888,1296,1908,1604,1C x 4 SQ.MM PVC/CU ECC
210,Rectangle,4,2051,1198,2075,1608,4C_x 4 SQ.MM XLPE/SWA/PVC/CU_+
211,Rectangle,4,2077,1296,2097,1604,1C x 4 SQ.MM PVC/CU ECC
212,Rectangle,4,3834,1296,3843,1305,®
213,Rectangle,4,3895,1225,3909,1252,100
Polyline,X,Y
1,1887,1927
1,1894,1806
2,1893,1803
3,1889,1801
4,1887,1801
5,1884,1802
6,1882,1805
7,1882,1809
8,1884,1812
9,1887,1813
10,1889,1812
11,1893,1810
12,1894,1806
1,1901,1862
1,1887,1629
2,1887,1157
1,1935,1905
2,1935,1904
3,1935,1902
4,1935,1900
1,1935,1891
2,1935,1892
3,1949,1886
4,1946,1885
5,1943,1885
6,1941,1885
7,1938,1885
8,1935,1886
9,1935,1889
10,1935,1891
1,1939,1791
2,1938,1792
3,1935,1793
4,1935,1794
5,1949,1794
6,1949,1793
7,1948,1792
8,1946,1791
1,1939,1778
2,1938,1778
3,1935,1779
4,1949,1779
5,1948,1778
6,1946,1778
1,1943,1765
2,1943,1764
3,1944,1764
4,1946,1764
5,1948,1764
6,1949,1765
7,1949,1767
8,1949,1772
1,1884,1147
2,1883,1150
3,1883,1150
4,1881,1150
5,1878,1150
6,1881,1150
7,1881,1150
8,1883,1150
9,1884,1150
10,1884,1149
11,1887,1149
12,1884,1147
1,1887,1147
2,1884,1147
3,1884,1147
4,1887,1149
5,1887,1150
6,1884,1151
7,1884,1151
8,1883,1152
9,1880,1152
10,1877,1152
11,1880,1152
12,1882,1152
13,1884,1152
14,1885,1151
15,1886,1151
16,1887,1150
17,1887,1147
1,1878,1141
2,1876,1142
3,1876,1143
4,1875,1143
5,1875,1146
6,1875,1146
7,1875,1147
8,1876,1150
9,1878,1150
10,1881,1150
11,1878,1150
12,1876,1149
13,1875,1147
14,1875,1146
15,1875,1144
16,1876,1143
17,1878,1142
18,1880,1141
19,1878,1141
1,1881,1141
2,1878,1141
3,1880,1141
4,1881,1141
5,1883,1142
6,1883,1142
7,1884,1143
8,1887,1143
9,1887,1143
10,1884,1143
11,1884,1143
12,1883,1142
13,1883,1141
14,1881,1141
1,1883,1140
2,1881,1140
3,1883,1140
4,1884,1141
5,1886,1142
6,1887,1143
7,1884,1143
8,1887,1143
9,1887,1142
10,1885,1141
11,1885,1141
12,1883,1140
1,1881,1139
2,1878,1140
3,1875,1140
4,1874,1141
5,1874,1141
6,1873,1142
7,1872,1143
8,1872,1146
9,1872,1146
10,1872,1147
11,1873,1150
12,1874,1151
13,1875,1152
14,1877,1152
15,1880,1152
16,1878,1152
17,1876,1152
18,1874,1150
19,1873,1150
20,1873,1147
21,1873,1146
22,1873,1144
23,1873,1143
24,1874,1141
25,1875,1141
26,1877,1140
27,1881,1140
28,1883,1140
29,1881,1139
1,1898,1141
2,1894,1141
3,1894,1146
4,1898,1146
5,1898,1146
6,1895,1145
7,1895,1142
8,1898,1142
9,1898,1141
1,1898,1141
2,1898,1142
3,1900,1142
4,1901,1143
5,1900,1145
6,1898,1145
7,1895,1145
8,1898,1146
9,1900,1145
10,1901,1145
11,1901,1143
12,1901,1143
13,1900,1142
14,1900,1142
15,1898,1141
1,1901,1140
2,1898,1140
3,1900,1141
4,1903,1141
5,1904,1142
6,1904,1143
7,1904,1144
8,1903,1146
9,1901,1146
10,1898,1146
11,1894,1146
12,1894,1152
13,1892,1152
14,1891,1152
15,1895,1152
16,1895,1147
17,1898,1147
18,1901,1147
19,1903,1146
20,1904,1145
21,1904,1143
22,1904,1142
23,1903,1141
24,1901,1140
1,1898,1140
2,1891,1140
3,1891,1152
4,1892,1152
5,1892,1140
6,1898,1140
7,1901,1140
8,1898,1140
1,1918,1157
2,1918,1134
3,1857,1134
4,1918,1157
1,1904,2573
2,1898,2573
3,1898,2570
4,1898,2566
5,1897,2564
6,1895,2562
7,1894,2559
8,1892,2556
9,1889,2554
10,1887,2553
11,1884,2551
12,1882,2551
13,1878,2550
14,1875,2550
15,1875,2544
16,1880,2544
17,1883,2545
18,1887,2547
19,1889,2548
20,1893,2551
21,1895,2553
22,1898,2555
23,1900,2559
24,1901,2562
25,1903,2565
26,1904,2568
27,1904,2573
1,1904,2573
2,1898,2573
3,1898,2810
4,1904,2810
5,1904,2573
1,1875,2837
2,1875,2833
3,1878,2832
4,1882,2832
5,1884,2829
6,1887,2829
7,1889,2827
8,1892,2825
9,1894,2823
10,1895,2821
11,1897,2818
12,1898,2815
13,1898,2813
14,1898,2810
15,1904,2810
16,1904,2813
17,1903,2816
18,1901,2820
19,1900,2823
20,1898,2826
21,1895,2829
22,1893,2832
23,1889,2833
24,1887,2835
25,1883,2836
26,1880,2837
27,1875,2837
1,1875,2837
2,1875,2833
3,1538,2833
4,1538,2837
5,1875,2837
1,1509,2810
2,1515,2810
3,1515,2813
4,1515,2815
5,1516,2818
6,1518,2821
7,1519,2823
8,1520,2825
9,1523,2827
10,1525,2829
11,1529,2829
12,1531,2832
13,1534,2832
14,1538,2833
15,1538,2837
16,1533,2837
17,1530,2836
18,1527,2835
19,1523,2833
20,1520,2832
21,1518,2829
22,1515,2826
23,1512,2823
24,1511,2820
25,1510,2816
26,1509,2813
27,1509,2810
1,1509,2810
2,1515,2810
3,1515,2573
4,1509,2573
5,1509,2810
1,1538,2544
2,1538,2550
3,1534,2550
4,1531,2551
5,1529,2551
6,1525,2553
7,1523,2554
8,1520,2556
9,1519,2559
10,1518,2562
11,1516,2564
12,1515,2566
13,1515,2570
14,1515,2573
15,1509,2573
16,1509,2568
17,1510,2565
18,1511,2562
19,1512,2559
20,1515,2555
21,1518,2553
22,1520,2551
23,1523,2548
24,1527,2547
25,1530,2545
26,1533,2544
27,1538,2544
1,1538,2544
2,1538,2550
3,1875,2550
4,1875,2544
5,1538,2544
1,1783,2675
2,1787,2675
3,1789,2675
1,1791,2593
1,3040,999
2,206,999
1,2694,3027
1,1616,2908
1,1619,2443
2,1616,2443
3,1615,2445
4,1613,2446
5,1611,2446
6,1609,2447
7,1606,2447
8,1603,2447
9,1600,2447
10,1598,2446
11,1596,2446
12,1593,2445
13,1592,2443
14,1591,2443
15,1590,2441
16,1590,2440
17,1590,2439
18,1591,2438
19,1592,2437
20,1593,2436
21,1596,2435
22,1598,2435
23,1600,2435
1,1590,2440
2,1081,2440
1,506,1945
2,500,1953
3,508,1953
1,514,1945
2,513,1945
3,511,1947
4,511,1950
5,511,1952
6,519,1952
7,519,1950
8,518,1947
9,517,1945
10,516,1945
11,514,1945
1,526,1945
2,524,1945
3,522,1947
4,522,1950
5,522,1952
6,529,1952
7,529,1950
8,528,1947
9,528,1945
10,526,1945
11,526,1945
1,536,1945
1,563,1945
2,559,1953
3,566,1953
1,572,1945
2,571,1945
3,570,1947
4,568,1950
5,568,1952
6,576,1952
7,576,1950
8,576,1947
9,574,1945
10,573,1945
11,572,1945
1,582,1945
2,581,1945
3,579,1947
4,579,1950
5,579,1952
6,587,1952
7,587,1950
8,586,1947
9,585,1945
10,584,1945
11,582,1945
1,588,1945
2,597,1945
1,1865,2124
1,1884,2128
2,1884,2125
3,1883,2124
4,1882,2124
5,1880,2124
6,1878,2124
7,1877,2125
8,1877,2128
1,1893,2124
1,1944,2127
2,1945,2125
3,1948,2124
1,1956,2124
2,1954,2124
3,1954,2125
4,1954,2128
5,1954,2128
6,1961,2128
7,1961,2128
8,1961,2125
9,1961,2124
10,1959,2124
11,1956,2124
1,1965,2124
2,1972,2124
1,1987,2128
2,1980,2128
3,1980,2125
4,1982,2124
5,1983,2124
6,1984,2124
7,1986,2124
8,1986,2125
9,1987,2128
1,1997,2128
2,1990,2128
3,1991,2125
4,1991,2124
5,1994,2124
6,1994,2124
7,1996,2124
8,1997,2125
9,1997,2128
1,2012,2124
1,2018,2128
1,2020,2124
2,2025,2124
3,2031,2124
1,1863,2147
2,1868,2147
3,1869,2149
4,1870,2150
1,1874,2147
1,1877,2147
2,1885,2147
1,1888,2147
2,1895,2147
1,1898,2147
2,1903,2147
3,1904,2149
4,1905,2150
5,1906,2151
1,1916,2150
2,1915,2149
3,1914,2147
4,1911,2147
5,1909,2149
6,1909,2150
1,1920,2147
1,1927,2147
1,1931,2147
1,1939,2147
1,1953,2147
2,1961,2147
1,1965,2147
1,1979,2150
2,1977,2149
3,1977,2147
4,1974,2147
5,1974,2149
6,1973,2150
1,1986,2147
1,1994,2147
2,1994,2149
3,1991,2150
4,1998,2150
5,1997,2149
6,1997,2147
7,1994,2147
1,2002,2147
2,2008,2147
3,2009,2149
4,2010,2150
5,2011,2151
1,2053,2147
2,2051,2149
3,2051,2151
4,2056,2151
5,2056,2149
6,2054,2147
7,2053,2147
1,2068,2147
2,2067,2149
3,2066,2150
4,2070,2154
5,2071,2155
6,2073,2156
7,2073,2157
8,2073,2159
9,2073,2161
10,2071,2162
11,2070,2162
12,2070,2153
13,2071,2153
14,2073,2152
15,2073,2150
16,2071,2149
17,2070,2147
18,2068,2147
1,2003,2097
2,2003,2111
1,2016,2097
2,2014,2098
3,2013,2099
4,2013,2100
5,2012,2102
6,2021,2102
7,2020,2100
8,2020,2099
9,2019,2098
10,2018,2097
11,2016,2097
1,2028,2097
2,2025,2098
3,2025,2099
4,2024,2100
5,2024,2102
6,2032,2102
7,2032,2100
8,2031,2099
9,2031,2098
10,2029,2097
11,2028,2097
1,2036,2097
2,2041,2097
3,2042,2098
4,2043,2099
5,2043,2099
6,2043,2101
7,2043,2102
8,2042,2104
9,2041,2104
10,2036,2104
1,2040,2104
1,1596,2909
2,1597,2911
3,1598,2912
4,1599,2912
5,1601,2912
6,1603,2912
7,1606,2912
8,1608,2912
9,1610,2912
10,1611,2912
11,1613,2912
12,1614,2911
13,1616,2909
14,1616,2908
15,1616,2907
16,1616,2906
17,1616,2906
18,1614,2905
19,1613,2904
20,1611,2904
21,1610,2903
22,1608,2903
23,1606,2903
1,582,1981
2,586,1981
3,587,1981
4,588,1981
1,1696,2063
2,1695,2062
3,1695,2062
4,1693,2062
5,1692,2062
6,1692,2063
7,1692,2063
8,1692,2064
9,1692,2065
10,1693,2065
11,1695,2065
12,1695,2066
13,1696,2067
14,1696,2068
15,1695,2070
16,1695,2070
17,1693,2070
18,1692,2070
19,1692,2068
1,1704,2060
2,1698,2073
1,1710,2063
2,1710,2062
3,1707,2062
4,1706,2062
5,1706,2062
6,1705,2063
7,1705,2063
8,1705,2064
9,1706,2065
10,1709,2065
11,1710,2066
12,1710,2067
13,1710,2068
14,1710,2070
15,1707,2070
16,1706,2070
17,1706,2070
18,1705,2068
1,1871,2084
1,1795,2700
1,1795,2709
1,1795,2703
2,1794,2700
3,1791,2697
4,1787,2695
5,1783,2711
6,1787,2712
7,1791,2711
8,1794,2708
9,1795,2703
1,503,1922
2,2349,1931
3,2349,1922
4,503,1922
1,1619,2794
2,1625,2790
3,1631,2783
4,1634,2776
5,1636,2767
6,1635,2759
7,1631,2750
8,1626,2744
9,1619,2739
1,1604,2514
2,1586,2548
3,1624,2548
4,1604,2514
1,1644,2703
1,1650,2699
2,1667,2708
1,1650,2709
2,1667,2699
1,1653,2703
2,1653,2700
3,1649,2699
4,1646,2700
5,1644,2702
6,1644,2705
7,1646,2708
8,1649,2709
9,1653,2707
10,1653,2703
1,1676,2703
1,1704,2711
2,1707,2712
3,1712,2711
1,1743,2711
2,1746,2712
3,1750,2711
1,1604,2257
2,1586,2223
3,1624,2223
4,1604,2257
1,1606,2870
2,1586,2837
3,1625,2837
4,1606,2870
1,1675,2703
2,1673,2700
3,1670,2699
4,1667,2700
5,1665,2702
6,1665,2705
7,1667,2708
8,1670,2709
9,1673,2707
10,1675,2703
1,1660,2618
1,1729,2597
2,1729,2638
3,1660,2638
4,1729,2597
1,1606,2175
2,1625,2125
1,1600,2608
2,1598,2611
3,1598,2614
4,1600,2618
1,1600,2617
2,1598,2620
3,1598,2623
4,1600,2627
1,1604,2065
1,1718,2065
1,1766,2065
2,1761,2058
3,1757,2055
4,1752,2055
5,1749,2058
6,1766,2065
1,1682,2065
1,1632,2013
1,1638,2008
2,1656,2018
1,1639,2018
2,1656,2009
1,1642,2013
2,1642,2009
3,1638,2008
4,1635,2009
5,1633,2011
6,1633,2015
7,1635,2017
8,1638,2018
9,1642,2016
10,1642,2013
1,1664,2013
2,1663,2009
3,1659,2008
4,1656,2009
5,1654,2011
6,1654,2015
7,1656,2017
8,1659,2018
9,1663,2016
10,1664,2013
1,1695,2013
2,1724,2013
1,1664,2013
2,1686,2013
1,1694,2011
2,1687,2015
1,1687,2010
2,1694,2015
1,1694,2013
2,1693,2009
3,1690,2009
4,1687,2009
5,1687,2013
6,1687,2016
7,1690,2017
8,1693,2016
9,1694,2013
1,1733,2013
2,1757,2013
1,1732,2011
1,1725,2010
1,1732,2013
2,1732,2009
3,1728,2009
4,1725,2009
5,1724,2013
6,1732,2013
1,1764,2011
1,1757,2010
1,1764,2013
2,1763,2009
3,1760,2009
4,1757,2009
5,1757,2013
6,1764,2013
1,1606,1968
1,1718,2054
2,1718,2078
3,1682,2078
4,1682,2054
5,1718,2054
1,1606,2801
2,1606,2837
1,1606,2870
2,1606,2968
1,1604,2548
2,1606,2732
1,1611,2795
2,1610,2792
3,1607,2790
4,1603,2789
5,1600,2790
6,1598,2793
7,1598,2797
8,1600,2800
9,1603,2801
10,1607,2801
11,1610,2799
12,1611,2795
1,1611,2739
2,1610,2736
3,1607,2734
4,1603,2733
5,1600,2734
6,1598,2737
7,1598,2741
8,1600,2744
9,1603,2745
10,1607,2745
11,1610,2742
12,1611,2739
1,1599,2971
2,1599,2970
3,1599,2966
4,1600,2965
5,1602,2965
6,1603,2966
7,1607,2970
8,1608,2971
9,1610,2971
10,1611,2970
11,1612,2968
12,1612,2965
1,1603,2699
1,1603,2699
2,1602,2700
3,1601,2700
4,1600,2702
5,1603,2699
1,1600,2702
2,1600,2703
3,1600,2705
4,1601,2705
5,1600,2702
1,1601,2705
2,1602,2708
3,1603,2709
4,1601,2705
1,1604,2514
2,1604,2257
1,1611,2181
2,1611,2178
3,1608,2176
4,1604,2175
